,api,reported_fluid_type,lease_name,well_num,6mo_oil,6mo_time,1_mo_oil,1_mo_gas,2_mo_oil,2_mo_gas,cum_oil,cum_gas,formation,top_d,btm_d,operator,basin,td,tvd,elevation,spud_date,surf_lat,surf_long,btm_lat,btm_long,stages,total_prop,total_fluid_pumped,reported_ll,stages_2,stage_delta,initial_GOR
6967,42311351060000,O,QUINTANILLA UNIT A MCM,3H,63839,6,20582.0,26979.0,18866.0,31378.0,94775,176901,EAGLE FORD,11367.0,17640.0,CHESAPEAKE OPERATING LLC,KARNES FAULT ZONE (GULF COAST BASIN),17750,11311,248.0,2019-02-09,28.491506,-98.51958,28.475392,-98.517977,2.0,11992000.0,236429.0,0.0,1.0,1.0,1310.8055582547856
5931,42311357810000,O,QUINTANILLA-WHITE EFS,2H,13322,6,5875.0,9154.0,4338.0,10011.0,52815,175516,EAGLE FORD,11305.0,14538.0,SEA EAGLE FORD LLC,KARNES FAULT ZONE (GULF COAST BASIN),14767,11097,254.9,2014-01-05,28.518891600000003,-98.4620473,28.507766200000002,-98.4595515,2.0,3940000.0,113370.0,3462.0,1.0,1.0,1558.127659574468
10384,42311350640000,G,R A BRACKEN,B2H,33719,6,4029.0,30521.0,6390.0,46891.0,73317,773863,EAGLE FORD,12399.0,17449.0,TALISMAN ENERGY USA INC,RIO GRANDE EMBAYMENT (GULF COAST BASIN),17582,11849,297.0,2012-12-26,28.371319399999997,-98.52475559999999,28.386341499999997,-98.5238615,2.0,5254000.0,85703.0,5092.0,1.0,1.0,7575.328865723504
676,42123329170000,G,R BORCHARDT UNIT A,2,135710,6,7007.0,22804.0,22355.0,87328.0,422133,1728331,EAGLE FORD,13389.0,18469.0,BURLINGTON RESOURCES O&G CO LP,KARNES FAULT ZONE (GULF COAST BASIN),18685,13128,385.0,2012-10-31,29.1472222,-97.49083329999999,29.138977399999998,-97.4753292,2.0,3790000.0,82363.0,5367.0,1.0,1.0,3254.4598258883975
405,42123325190100,G,R BORCHARDT UNIT B,1,91459,6,7637.0,32654.0,24955.0,120905.0,347005,1759751,EAGLE FORD,13377.0,17570.0,BURLINGTON RESOURCES O&G CO LP,KARNES FAULT ZONE (GULF COAST BASIN),17736,12933,288.0,2011-11-01,29.1252488,-97.4874418,29.13427,-97.4975896,2.0,2206000.0,49409.0,4270.0,1.0,1.0,4275.7627340578765
406,42123325220000,G,R BORCHARDT UNIT C,1,142002,6,7429.0,30278.0,25474.0,118568.0,506804,2420718,EAGLE FORD,13427.0,17781.0,BURLINGTON RESOURCES O&G CO LP,KARNES FAULT ZONE (GULF COAST BASIN),17948,12920,263.0,2011-09-15,29.1252778,-97.4875,29.1314373,-97.50098259999999,2.0,3446000.0,80340.0,4533.0,1.0,1.0,4075.6494817606676
1017,42123336610000,O,R BORCHARDT UNIT E,5,103200,6,5166.0,13058.0,23074.0,49374.0,235617,557626,EAGLE FORD,13160.0,17780.0,BURLINGTON RESOURCES O&G CO LP,KARNES FAULT ZONE (GULF COAST BASIN),17931,12678,369.0,2015-06-12,29.144033299999997,-97.49255720000001,29.1496146,-97.50668420000001,2.0,2186000.0,158161.0,4599.0,1.0,1.0,2527.6809910956254
4391,42255354590000,O,R FOESTER-C HUGHES UNIT SA,1H,96422,6,33407.0,74712.0,27598.0,72014.0,200007,631105,EAGLE FORD,12489.0,17502.0,MARATHON OIL EF LLC,KARNES FAULT ZONE (GULF COAST BASIN),17631,12177,418.4,2017-06-02,28.831813899999997,-97.93822779999999,28.843134600000003,-97.9471439,2.0,10010000.0,128418.0,4955.0,1.0,1.0,2236.4175172867963
9807,42013344930000,O,R H PICKENS ET AL B,8H,12183,6,722.0,322.0,1198.0,363.0,116815,244841,EAGLE FORD,7750.0,13168.0,CABOT OIL & GAS CORP,KARNES FAULT ZONE (GULF COAST BASIN),13645,7490,425.0,2011-10-30,28.739836100000005,-98.79799440000001,28.7520529,-98.8122128,2.0,6840000.0,144258.0,5727.0,1.0,1.0,445.98337950138506
3007,42013347480000,O,R H PICKENS ET AL B19 UNIT,19H,23802,6,230.0,93.0,7135.0,3675.0,114987,86029,EAGLE FORD,7982.0,12802.0,CABOT OIL & GAS CORP,KARNES FAULT ZONE (GULF COAST BASIN),13123,7525,468.6,2013-08-10,28.757691700000002,-98.8015806,28.769457300000003,-98.8140782,2.0,12186000.0,156059.0,5269.0,1.0,1.0,404.3478260869565
4907,42013347490000,O,R H PICKENS ET AL B20 UNIT,20H,44155,6,247.0,92.0,15557.0,13691.0,126523,147415,EAGLE FORD,8530.0,13144.0,CABOT OIL & GAS CORP,KARNES FAULT ZONE (GULF COAST BASIN),13485,7482,469.6,2013-08-05,28.757719399999996,-98.80155,28.7704892,-98.8134967,2.0,8314000.0,190408.0,5535.0,1.0,1.0,372.46963562753035
5932,42311358180000,O,R HENRY,2H,27763,6,6760.0,17531.0,11267.0,38063.0,66950,259267,EAGLE FORD,12183.0,16377.0,ABRAXAS PETROLEUM CORP,RIO GRANDE EMBAYMENT (GULF COAST BASIN),16555,11771,390.5,2014-01-14,28.406594399999996,-98.5498084,28.4072197,-98.56577929999999,2.0,6746000.0,85579.0,4478.0,1.0,1.0,2593.3431952662722
4393,42177322920000,O,R L SCHAEFER,1H,36911,6,15402.0,8182.0,10193.0,4626.0,139847,53884,EAGLE FORD,11204.0,14196.0,PENN VIRGINIA OIL & GAS LP,KARNES FAULT ZONE (GULF COAST BASIN),14425,11035,415.0,2011-10-09,29.489708,-97.258923,29.478912800000003,-97.2559039,2.0,1838000.0,60986.0,3175.0,1.0,1.0,531.2297104272172
5934,42013344910000,O,R MAY A,2H,58040,6,5993.0,4384.0,12935.0,10144.0,139944,147553,EAGLE FORD,11338.0,15205.0,MARATHON OIL EF LLC,KARNES FAULT ZONE (GULF COAST BASIN),15304,10902,302.0,2012-04-17,28.7028111,-98.2322861,28.712351799999997,-98.24194969999999,30.0,3516980.0,70543.0,3950.0,15.0,15.0,731.5201067912565
4395,42013345430000,O,R MAY B,1H,107049,6,2095.0,3537.0,31284.0,27456.0,262055,271981,EAGLE FORD,11945.0,18384.0,MARATHON OIL EF LLC,KARNES FAULT ZONE (GULF COAST BASIN),18506,11014,312.0,2012-07-25,28.6789098,-98.2469478,28.6949049,-98.2619583,34.0,3658520.0,87163.0,7045.0,17.0,17.0,1688.3054892601433
4396,42013349190000,O,R MAY B-GUAJILLO UNIT,1H,85760,6,11806.0,8466.0,25063.0,22514.0,261490,289906,EAGLE FORD,11234.0,18371.0,MARATHON OIL EF LLC,KARNES FAULT ZONE (GULF COAST BASIN),18522,11011,301.2,2014-04-03,28.677444399999995,-98.2489972,28.693405100000003,-98.2621409,2.0,6046000.0,138382.0,7076.0,1.0,1.0,717.0930035575132
11041,42123346810000,O,R MEISCHEN UNIT A 4,MULTI,71744,2,10829.0,15288.0,34449.0,56291.0,82573,137681,EAGLE FORD,12847.0,18329.0,BURLINGTON RESOURCES O&G CO LP,KARNES FAULT ZONE (GULF COAST BASIN),18443,12775,481.0,2019-01-22,29.059175,-97.66058609999999,29.050895899999997,-97.6455354,2.0,18048000.0,380319.0,5621.0,1.0,1.0,1411.764705882353
11042,42123346820000,O,R MEISCHEN UNIT A 5,MULTI,98048,2,32696.0,44643.0,54600.0,81708.0,130744,194676,EAGLE FORD,12472.0,18019.0,BURLINGTON RESOURCES O&G CO LP,KARNES FAULT ZONE (GULF COAST BASIN),18130,12638,481.0,2019-01-23,29.059180600000005,-97.66065,29.052065399999996,-97.64477190000001,2.0,18178000.0,382956.0,5449.0,1.0,1.0,1365.396378761928
679,42123332250000,O,R MEISCHEN UNIT B,2,69947,6,11020.0,15126.0,12944.0,16447.0,247338,528871,EAGLE FORD,12798.0,16981.0,BURLINGTON RESOURCES O&G CO LP,KARNES FAULT ZONE (GULF COAST BASIN),17188,12772,487.0,2013-08-31,29.057369399999995,-97.6658806,29.0493278,-97.6506726,2.0,5854000.0,79695.0,4338.0,1.0,1.0,1372.5952813067152
4397,42013345970000,O,R MTZ UNIT,1H,28410,6,2417.0,973.0,5181.0,1931.0,119392,96852,EAGLE FORD,9662.0,16432.0,MURPHY EXPLORATION & PRODUCTION CO-USA,KARNES FAULT ZONE (GULF COAST BASIN),16540,9721,262.9,2012-09-04,28.828816600000003,-98.2636834,28.813409999999998,-98.2488196,2.0,7824000.0,298084.0,6854.0,1.0,1.0,402.5651634257344
1308,42123343350000,O,R W PAWLIK JR UNIT A,401,88753,6,17198.0,23437.0,28204.0,41017.0,189771,330862,EAGLE FORD,13106.0,17595.0,BURLINGTON RESOURCES O&G CO LP,KARNES FAULT ZONE (GULF COAST BASIN),17760,12486,403.5,2017-02-24,29.165375,-97.4822972,29.1738142,-97.4979195,2.0,14662000.0,280524.0,4626.0,1.0,1.0,1362.7747412489825
4398,42177327620000,O,R WASHINGTON UNIT,1H,43051,6,15900.0,7764.0,11413.0,6101.0,154782,63572,EAGLE FORD,10266.0,13968.0,PENN VIRGINIA OIL & GAS LP,KARNES FAULT ZONE (GULF COAST BASIN),14150,10155,335.0,2012-12-02,29.542165999999998,-97.25605999999999,29.5312289,-97.2494526,2.0,4230000.0,86916.0,3834.0,1.0,1.0,488.3018867924528
4399,42013353030000,O,RACCOON CREEK 1H,1H,111141,6,4301.0,1076.0,27262.0,15307.0,275218,226271,EAGLE FORD,8976.0,19388.0,CABOT OIL & GAS CORP,KARNES FAULT ZONE (GULF COAST BASIN),19490,8286,491.0,2015-04-10,28.657008299999998,-98.7964944,28.6796898,-98.8176391,2.0,14318000.0,281469.0,10295.0,5.0,-3.0,250.1743780516159
5936,42255353840000,O,RADIOHEAD EF UNIT,2H,73762,6,8284.0,6221.0,30163.0,24312.0,171958,215499,EAGLE FORD,10695.0,13229.0,ENERVEST OPERATING LLC,KARNES FAULT ZONE (GULF COAST BASIN),13320,10313,345.0,2017-04-22,29.0343,-97.836057,29.038711600000003,-97.83971899999999,2.0,6968000.0,138810.0,0.0,1.0,1.0,750.9657170449059
412,42297351470000,O,RAFTER TWO UNIT A,1,24202,6,362.0,632.0,655.0,411.0,103404,292768,EAGLE FORD,11870.0,16929.0,BURLINGTON RESOURCES O&G CO LP,RIO GRANDE EMBAYMENT (GULF COAST BASIN),17097,11457,309.0,2012-07-26,28.593888899999996,-98.29611109999999,28.607480100000004,-98.3062879,2.0,3742000.0,75381.0,5077.0,1.0,1.0,1745.8563535911603
413,42297351480000,O,RAFTER TWO UNIT B,1,30785,6,867.0,896.0,450.0,492.0,97981,329270,EAGLE FORD,12103.0,17013.0,BURLINGTON RESOURCES O&G CO LP,RIO GRANDE EMBAYMENT (GULF COAST BASIN),17220,12008,309.0,2012-07-03,28.593888899999996,-98.29611120000001,28.582369099999998,-98.2834815,2.0,3700000.0,44728.0,5053.0,1.0,1.0,1033.4486735870819
414,42297351370000,O,RAFTER TWO UNIT C,1,42504,6,7492.0,23218.0,10824.0,34737.0,107420,488112,EAGLE FORD,12642.0,16491.0,BURLINGTON RESOURCES O&G CO LP,RIO GRANDE EMBAYMENT (GULF COAST BASIN),16687,12479,318.0,2012-08-14,28.616666700000003,-98.21861109999999,28.604937300000003,-98.2135229,1.0,3700000.0,47327.0,3960.0,1.0,0.0,3099.038974906567
415,42297351640000,O,RAFTER TWO UNIT D,1,32753,6,1210.0,1018.0,355.0,445.0,145269,385324,EAGLE FORD,12140.0,16739.0,BURLINGTON RESOURCES O&G CO LP,RIO GRANDE EMBAYMENT (GULF COAST BASIN),16951,11549,257.0,2012-08-29,28.590555600000005,-98.2872222,28.6024956,-98.29799969999999,2.0,3720000.0,47178.0,4763.0,1.0,1.0,841.3223140495868
416,42297352370000,O,RAFTER TWO UNIT E,1,52147,6,14884.0,44306.0,11891.0,40532.0,144574,676585,EAGLE FORD,12687.0,16947.0,BURLINGTON RESOURCES O&G CO LP,RIO GRANDE EMBAYMENT (GULF COAST BASIN),17228,12443,301.0,2013-01-20,28.613888899999996,-98.22138890000001,28.6007,-98.2186593,2.0,5490000.0,66113.0,4353.0,1.0,1.0,2976.7535608707335
5937,42255322400000,O,RAINBANK EAST UNIT,2H,41322,6,2522.0,3745.0,14283.0,18989.0,134484,200402,EAGLE FORD,10475.0,14734.0,EOG RESOURCES INC,KARNES FAULT ZONE (GULF COAST BASIN),14835,10294,343.0,2012-01-27,29.052955600000004,-97.8762556,29.052273600000003,-97.8616825,2.0,6176000.0,75889.0,4349.0,1.0,1.0,1484.9325931800158
5938,42255331840000,O,RAINBANK WEST UNIT,2H,28925,6,16082.0,17832.0,8187.0,10525.0,103338,127285,EAGLE FORD,10821.0,13560.0,EOG RESOURCES INC,KARNES FAULT ZONE (GULF COAST BASIN),13856,10174,340.0,2013-06-24,29.0466555,-97.88605279999999,29.046619899999996,-97.87460340000001,2.0,3780000.0,60111.0,3324.0,1.0,1.0,1108.8173112796917
5939,42013356730000,O,RAINDROP B,2H,90792,6,2242.0,735.0,21512.0,9671.0,112780,69519,EAGLE FORD,8615.0,19249.0,EOG RESOURCES INC,KARNES FAULT ZONE (GULF COAST BASIN),19319,8613,454.0,2019-01-18,28.681852799999998,-98.78135,28.6734222,-98.7481306,2.0,17732000.0,363317.0,10629.0,1.0,1.0,327.83229259589655
6971,42013356740000,O,RAINDROP C,3H,85238,6,2944.0,843.0,23470.0,10440.0,102102,62634,EAGLE FORD,8505.0,19384.0,EOG RESOURCES INC,KARNES FAULT ZONE (GULF COAST BASIN),19455,8589,478.0,2019-01-16,28.681941700000003,-98.7813667,28.674683299999998,-98.7478389,2.0,21498000.0,387482.0,10858.0,1.0,1.0,286.3451086956522
7778,42013356750000,O,RAINDROP D,4H,103416,6,3526.0,1108.0,29806.0,13613.0,117849,72624,EAGLE FORD,8539.0,19561.0,EOG RESOURCES INC,KARNES FAULT ZONE (GULF COAST BASIN),19634,8571,454.0,2019-01-30,28.682028600000002,-98.7813856,28.675724100000004,-98.7475696,2.0,21262000.0,349840.0,11037.0,1.0,1.0,314.2370958593307
8549,42013356760000,O,RAINDROP E,5H,115000,6,2891.0,854.0,35297.0,17444.0,129358,71861,EAGLE FORD,8577.0,19752.0,EOG RESOURCES INC,KARNES FAULT ZONE (GULF COAST BASIN),19825,8571,480.0,2019-02-04,28.682115000000003,-98.7814028,28.676666700000002,-98.7472972,2.0,21832000.0,353950.0,0.0,1.0,1.0,295.3995157384988
4405,42013350040000,O,RAKOWITZ UNIT,1H,61482,6,4757.0,1280.0,21111.0,9303.0,190383,120048,EAGLE FORD,9280.0,15729.0,EOG RESOURCES INC,KARNES FAULT ZONE (GULF COAST BASIN),15820,8937,325.0,2014-06-06,28.760430600000003,-98.4719806,28.7796631,-98.47175859999999,2.0,11536000.0,255879.0,6463.0,1.0,1.0,269.0771494639479
4856,42311353520000,O,RALPH,1HR,20873,6,5629.0,12105.0,4620.0,10224.0,60430,176563,EAGLE FORD,11044.0,13856.0,MURPHY EXPLORATION & PRODUCTION CO-USA,KARNES FAULT ZONE (GULF COAST BASIN),14652,10865,329.0,2013-03-29,28.4832425,-98.6287214,28.4948311,-98.6288107,2.0,2710000.0,80521.0,3622.0,1.0,1.0,2150.470776336827
10560,42311345430000,O,RALPH EDWARDS,D  1H,23562,6,6632.0,2645.0,11692.0,6011.0,138913,80105,EAGLE FORD,9999.0,15848.0,CHESAPEAKE OPERATING INC,KARNES FAULT ZONE (GULF COAST BASIN),15969,9490,429.0,2011-11-29,28.599922999999997,-98.64237,28.6143273,-98.6517592,2.0,7004000.0,110882.0,5962.0,1.0,1.0,398.8238841978287
4406,42177330040000,O,RANCHO DE ANCHO L P,1H,33414,6,8186.0,2654.0,7593.0,2753.0,108698,58974,EAGLE FORD,9544.0,15521.0,IRONWOOD OIL & GAS LLC,KARNES FAULT ZONE (GULF COAST BASIN),15675,8916,341.0,2013-07-01,29.585181,-97.2438026,29.5937756,-97.2626218,2.0,4990000.0,101883.0,6149.0,1.0,1.0,324.2120693867579
8003,42255347000000,O,RANCHO GRANDE TRUST UNIT NO 1,502H,60362,6,18073.0,40431.0,20097.0,44062.0,212879,590390,EAGLE FORD,12044.0,16309.0,MARATHON OIL EF LLC,KARNES FAULT ZONE (GULF COAST BASIN),16447,11706,438.2,2015-12-19,28.771486100000004,-98.02543059999999,28.7820947,-98.03264709999999,2.0,4612000.0,78129.0,4297.0,1.0,1.0,2237.0940076356997
4407,42311342600100,O,RANCHO TRES HIJOS,1H,45912,6,5479.0,1748.0,11777.0,7875.0,155571,225015,EAGLE FORD,10971.0,15003.0,COMSTOCK OIL & GAS LP,KARNES FAULT ZONE (GULF COAST BASIN),15070,10625,357.0,2010-09-02,28.481611100000002,-98.64062779999999,28.494336600000004,-98.640654,14.0,3520646.0,172848.0,4046.0,14.0,0.0,319.03632049644096
4408,42311345390000,O,RANCHO TRES HIJOS A,1H,56488,6,890.0,2275.0,8529.0,12380.0,164050,487062,EAGLE FORD,11170.0,15906.0,COMSTOCK OIL & GAS LP,KARNES FAULT ZONE (GULF COAST BASIN),15993,10911,333.0,2011-06-04,28.482169399999997,-98.6404694,28.468066999999998,-98.6403426,30.0,5447680.0,174855.0,4927.0,15.0,15.0,2556.179775280899
11049,42311368980200,O,RANCHO TRES HIJOS ALLOCATION A 101H,MULTI,72292,6,18854.0,19485.0,22772.0,25138.0,91146,137265,EAGLE FORD,10972.0,19528.0,TRINITY OPERATING USG LLC,KARNES FAULT ZONE (GULF COAST BASIN),19680,10841,330.0,2019-04-21,28.494329999999998,-98.644503,28.469229,-98.64696500000001,2.0,17526000.0,379630.0,8635.0,1.0,1.0,1033.4676991619815
11050,42311369190000,O,RANCHO TRES HIJOS ALLOCATION B 102H,MULTI,66460,6,21775.0,20345.0,23368.0,26134.0,88235,132373,EAGLE FORD,10970.0,20143.0,TRINITY OPERATING USG LLC,KARNES FAULT ZONE (GULF COAST BASIN),20252,10864,334.0,2019-03-10,28.494329999999998,-98.64441,28.467966999999998,-98.64524300000001,2.0,23008000.0,456256.0,9206.0,1.0,1.0,934.3283582089553
11051,42311369200000,O,RANCHO TRES HIJOS ALLOCATION C 103H,MULTI,49394,6,14356.0,17577.0,17097.0,23045.0,63750,108718,EAGLE FORD,11370.0,19833.0,TRINITY OPERATING USG LLC,KARNES FAULT ZONE (GULF COAST BASIN),20200,10896,330.0,2019-03-16,28.494331,-98.644316,28.468053,-98.644012,2.0,18010000.0,382948.0,9062.0,1.0,1.0,1224.3661186960155
11052,42311369210000,O,RANCHO TRES HIJOS ALLOCATION D 104H,MULTI,60273,6,13992.0,18942.0,18035.0,26266.0,74265,146558,EAGLE FORD,11057.0,20053.0,TRINITY OPERATING USG LLC,KARNES FAULT ZONE (GULF COAST BASIN),20193,10894,330.0,2019-02-24,28.494331,-98.644223,28.468034999999997,-98.642732,2.0,23046000.0,482017.0,9053.0,1.0,1.0,1353.7735849056603
4409,42311345810000,O,RANCHO TRES HIJOS B,1H,44207,6,12353.0,11468.0,15278.0,37503.0,98107,324461,EAGLE FORD,11010.0,15744.0,COMSTOCK OIL & GAS LP,KARNES FAULT ZONE (GULF COAST BASIN),15822,10887,307.0,2012-12-06,28.4818542,-98.6317949,28.4680967,-98.63159940000001,13.0,5159940.0,82580.0,4611.0,12.0,1.0,928.3574840119809
5944,42123331830000,G,RATHKAMP UNIT,2H,56406,6,2531.0,12962.0,16658.0,87552.0,121407,856817,EAGLE FORD,13103.0,17376.0,SABINE OIL & GAS LLC,KARNES FAULT ZONE (GULF COAST BASIN),17500,12609,385.0,2013-08-10,29.3122543,-97.2630116,29.322855800000003,-97.27333320000001,2.0,6192000.0,200050.0,4418.0,1.0,1.0,5121.295930462268
4411,42123323380000,G,RAYES A,1H,118033,6,8196.0,9421.0,29162.0,32834.0,282771,1241602,EAGLE FORD,13549.0,18497.0,GEOSOUTHERN ENERGY CORP,KARNES FAULT ZONE (GULF COAST BASIN),18604,13315,440.0,2010-10-17,28.992955600000005,-97.64053609999999,29.000178700000003,-97.6560282,2.0,5920000.0,109035.0,4905.0,1.0,1.0,1149.4631527574427
4412,42123345610000,G,RAYES A - POKLUDA A SA 1,1H,133594,6,30386.0,150471.0,44848.0,205588.0,181038,917340,EAGLE FORD,13435.0,20043.0,DEVON ENERGY PRODUCTION CO LP,KARNES FAULT ZONE (GULF COAST BASIN),20158,13535,461.0,2018-04-29,28.998565000000003,-97.65625059999999,28.9898783,-97.63804329999999,2.0,13448000.0,189575.0,6424.0,1.0,1.0,4951.984466530639
5946,42123345580000,G,RAYES A - POKLUDA A SA 2,2H,126895,6,32429.0,178757.0,44419.0,246710.0,205364,1166801,EAGLE FORD,13405.0,20071.0,DEVON ENERGY PRODUCTION CO LP,KARNES FAULT ZONE (GULF COAST BASIN),20190,13514,461.0,2018-04-27,28.998492699999996,-97.6562965,28.988254600000005,-97.639075,2.0,13384000.0,192017.0,6458.0,1.0,1.0,5512.257547257084
6978,42123345590000,G,RAYES A - POKLUDA A SA 3,3H,121470,6,30532.0,157555.0,44145.0,246997.0,193150,1143305,EAGLE FORD,13554.0,20672.0,DEVON ENERGY PRODUCTION CO LP,KARNES FAULT ZONE (GULF COAST BASIN),20793,13603,462.0,2018-04-25,28.998456899999997,-97.65631929999999,28.985961199999995,-97.6387553,2.0,14194000.0,205085.0,6965.0,1.0,1.0,5160.323594916808
7784,42123345470000,G,RAYES A - POKLUDA A SA 4,4H,233022,6,4737.0,20307.0,57826.0,290189.0,307421,1787868,EAGLE FORD,13616.0,21535.0,DEVON ENERGY PRODUCTION CO LP,KARNES FAULT ZONE (GULF COAST BASIN),21657,13700,472.73,2018-01-25,28.990009000000004,-97.66286509999999,28.982098600000004,-97.6394202,1.0,16106000.0,0.0,7763.0,1.0,0.0,4286.890436985434
8553,42123345450000,G,RAYES A - POKLUDA A SA 5,5H,188363,6,4612.0,20288.0,59808.0,300816.0,258622,1535529,EAGLE FORD,13430.0,21348.0,DEVON ENERGY PRODUCTION CO LP,KARNES FAULT ZONE (GULF COAST BASIN),21473,13633,471.0,2018-01-22,28.989937599999998,-97.6629098,28.9805492,-97.6404256,2.0,16396000.0,0.0,7579.0,1.0,1.0,4398.959236773634
9069,42123345600000,G,RAYES A - POKLUDA A SA 6,6H,114478,6,30701.0,147856.0,48029.0,211895.0,184437,911527,EAGLE FORD,13339.0,19885.0,DEVON ENERGY PRODUCTION CO LP,KARNES FAULT ZONE (GULF COAST BASIN),20000,13423,462.0,2018-04-28,28.998529100000003,-97.65627309999999,28.989013899999996,-97.63858420000001,2.0,13486000.0,193417.0,6455.0,1.0,1.0,4815.999478844337
9480,42123345620000,G,RAYES A - POKLUDA A SA 7,7H,119507,6,27996.0,133914.0,43425.0,215955.0,187389,994174,EAGLE FORD,13477.0,20927.0,DEVON ENERGY PRODUCTION CO LP,KARNES FAULT ZONE (GULF COAST BASIN),21108,13494,462.0,2018-04-24,28.998420799999998,-97.65634229999999,28.984568900000003,-97.6382834,2.0,15130000.0,218661.0,7374.0,1.0,1.0,4783.326189455636
9811,42123345460000,G,RAYES A - POKLUDA A SA 8,8H,187092,6,4585.0,19998.0,56972.0,279207.0,254198,1389908,EAGLE FORD,13492.0,21292.0,DEVON ENERGY PRODUCTION CO LP,KARNES FAULT ZONE (GULF COAST BASIN),21410,13583,471.0,2018-01-23,28.989973699999997,-97.66288730000001,28.9812752,-97.6400014,2.0,15552000.0,0.0,7705.0,1.0,1.0,4361.613958560523
8554,42123340380000,O,RAYES B,5H,191561,6,45509.0,96604.0,47208.0,89222.0,457209,1325204,EAGLE FORD,13376.0,18822.0,DEVON ENERGY PRODUCTION CO LP,KARNES FAULT ZONE (GULF COAST BASIN),18998,12949,447.72,2015-04-21,29.0351375,-97.6145922,29.0403167,-97.6307078,2.0,10886000.0,147198.0,5392.0,1.0,1.0,2122.7449515480453
4413,42123341700000,O,RAYES B - GEFFERT A SA,1H,179323,6,40616.0,70352.0,39936.0,77303.0,459874,988215,EAGLE FORD,13314.0,23300.0,DEVON ENERGY PRODUCTION CO LP,KARNES FAULT ZONE (GULF COAST BASIN),23563,12767,494.67,2015-08-11,29.032423100000003,-97.6202406,29.048613300000003,-97.65084590000001,2.0,20652000.0,270070.0,9954.0,1.0,1.0,1732.1252708292297
4414,42123340230000,O,RAYES B - GWOSDZ A SA,1H,149927,6,44489.0,104196.0,40452.0,95853.0,314226,956645,EAGLE FORD,13290.0,18117.0,DEVON ENERGY PRODUCTION CO LP,KARNES FAULT ZONE (GULF COAST BASIN),18287,13411,496.0,2015-09-08,29.0324022,-97.6202,29.0274526,-97.6077272,2.0,10134000.0,125358.0,0.0,1.0,1.0,2342.062082762031
4415,42177329500000,O,RCR-HINTON UNIT,1H,83768,6,147.0,537.0,24116.0,18374.0,169768,158069,EAGLE FORD,11207.0,16621.0,PENN VIRGINIA OIL & GAS LP,KARNES FAULT ZONE (GULF COAST BASIN),16729,10985,258.0,2013-08-18,29.4152433,-97.33401190000001,29.398542300000003,-97.3237698,2.0,5248000.0,102986.0,5512.0,1.0,1.0,3653.061224489796
4418,42177332060000,O,RCR-WYATT UNIT,1H,60207,6,17825.0,15559.0,18330.0,18314.0,145145,161051,EAGLE FORD,10842.0,17861.0,PENN VIRGINIA OIL & GAS LP,KARNES FAULT ZONE (GULF COAST BASIN),17984,10906,263.0,2014-01-05,29.4204647,-97.3310233,29.4020853,-97.320454,2.0,10854000.0,224177.0,6921.0,1.0,1.0,872.8751753155681
5949,42177333570000,O,RCRS-FLETCHER UNIT,2H,52575,6,6657.0,5315.0,8583.0,6104.0,127031,141229,EAGLE FORD,10964.0,14693.0,PENN VIRGINIA OIL & GAS LP,KARNES FAULT ZONE (GULF COAST BASIN),15512,11094,261.0,2014-06-12,29.4170511,-97.3211297,29.4060147,-97.3113672,2.0,6460000.0,156395.0,4353.0,1.0,1.0,798.4076911521706
5950,42177334150000,O,RCRS-JANE,2H,61823,6,2119.0,922.0,8461.0,7782.0,162240,213938,EAGLE FORD,10987.0,17506.0,PENN VIRGINIA OIL & GAS LP,KARNES FAULT ZONE (GULF COAST BASIN),17630,11326,258.3,2014-08-16,29.418651,-97.316937,29.403794399999995,-97.3025115,1.0,9962000.0,215424.0,6550.0,1.0,0.0,435.11090136857007
4419,42493326620000,O,RCT A,1H,42769,6,1400.0,631.0,13036.0,6403.0,107198,31302,EAGLE FORD,8876.0,15263.0,HUNT OIL CO,KARNES FAULT ZONE (GULF COAST BASIN),15360,7847,383.0,2012-08-11,29.058594399999997,-97.9780445,29.0742598,-97.992977,2.0,6314000.0,103970.0,6691.0,1.0,1.0,450.7142857142857
4420,42493326650000,O,RCT B,1H,38660,6,1954.0,736.0,12432.0,6083.0,108019,34418,EAGLE FORD,8798.0,15743.0,HUNT OIL CO,KARNES FAULT ZONE (GULF COAST BASIN),15771,7836,382.0,2012-07-23,29.058677199999998,-97.9780978,29.0755868,-97.99073890000001,2.0,5550000.0,109359.0,7076.0,1.0,1.0,376.6632548618219
4421,42013353940000,O,RDG UNIT,1H,49396,6,13253.0,2417.0,11290.0,5904.0,148422,109941,EAGLE FORD,8725.0,14552.0,CINCO OIL & GAS LLC,KARNES FAULT ZONE (GULF COAST BASIN),14713,7791,449.1,2016-09-09,28.7588011,-98.6717964,28.775090600000002,-98.678703,2.0,9458000.0,312044.0,6296.0,1.0,1.0,182.37380215800195
4422,42493326000000,O,RECOIL GAWLIK,1H,14176,6,2889.0,580.0,3109.0,117.0,50072,10374,EAGLE FORD,9054.0,14387.0,MARATHON OIL EF LLC,KARNES FAULT ZONE (GULF COAST BASIN),14867,8384,405.0,2011-10-24,28.935963899999997,-98.2152667,28.9512757,-98.22656590000001,34.0,3182895.0,87038.0,5916.0,17.0,17.0,200.76150917272412
